,FILE_NAME,STATES,INPUTS,LSTAR_rndWords_MQ_SYM,LSTAR_rndWords_MQ_RST,LSTAR_rndWords_EQ_SYM,LSTAR_rndWords_EQ_RST,LSTAR_rndWords_TOTAL_SYM,LSTAR_rndWords_TOTAL_RST,LSTAR_rndWords_EQs,LIP_rndWords_rndWords_MQ_SYM,LIP_rndWords_rndWords_MQ_RST,LIP_rndWords_rndWords_EQ_SYM,LIP_rndWords_rndWords_EQ_RST,LIP_rndWords_rndWords_TOTAL_SYM,LIP_rndWords_rndWords_TOTAL_RST,LIP_rndWords_rndWords_EQs,LIP_rndWords_rndWords_COMPONENTS,LIP_rndWords_rndWords_ROUNDS
45,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_2.txt,960,20,3225620,384020,758458166,73124682,761683786,73508702,1,33875,3643,759523848,73129773,759557723,73133416,48,6,15
46,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_9.txt,1152,22,12222114,678564,1065181920,103694711,1077404034,104373275,2,7838862,88330,1066403208,103701246,1074242070,103789576,61,6,17
47,Benchmarks/BCS_SPL/Complete_FSM_files/products/6wise_16.txt,1192,17,13170631,484729,643338446,49796021,656509077,50280750,3,8509179,115530,627633579,48554948,636142758,48670478,48,4,14
48,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_5.txt,1248,23,24790622,910522,1515787681,143460617,1540578303,144371139,3,8904859,123572,1543550727,145817903,1552455586,145941475,66,6,18
49,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_7.txt,1344,23,5958679,710999,1584672855,153045005,1590631534,153756004,1,30415,2435,1585884237,153051523,1585914652,153053958,55,7,17
50,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_19.txt,1664,26,23871080,1391044,3309399551,301730125,3333270631,303121169,3,4407650,74671,3189595160,290037974,3194002810,290112645,73,6,21
51,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_10.txt,1728,21,5334357,762069,1208820553,133869533,1214154910,134631602,1,2552,465,1209891156,133875757,1209893708,133876222,49,7,15
52,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_13.txt,1792,20,14384645,823775,1518217182,127059234,1532601827,127883009,2,15421081,190312,1503659661,125620039,1519080742,125810351,58,5,16
53,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_13.txt,1792,20,21981204,936904,1610287819,133817651,1632269023,134754555,3,8705435,122871,1604623552,133279908,1613328987,133402779,56,5,16
54,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_13.txt,1792,20,14712842,826289,1422923886,118901697,1437636728,119727986,2,10355637,140976,1424058233,118906639,1434413870,119047615,56,5,16
55,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_11.txt,2016,25,10770025,1260025,3202134259,305684830,3212904284,306944855,1,27231,1430,3241307674,310012013,3241334905,310013443,59,8,18
56,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_11.txt,2016,25,10770025,1260025,3317424385,314385683,3328194410,315645708,1,51470,1863,3318715990,314392778,3318767460,314394641,59,8,18
57,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_11.txt,2016,25,10770025,1260025,3602325664,341033349,3613095689,342293374,1,28366,1550,3603621120,341040424,3603649486,341041974,59,8,18
58,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_11.txt,2016,25,10770025,1260025,3540532798,336190326,3551302823,337450351,1,29532,1492,3541828303,336197327,3541857835,336198819,59,8,18
59,Benchmarks/BCS_SPL/Complete_FSM_files/products/7wise_17.txt,2304,27,15046587,1679643,5489274802,492497603,5504321389,494177246,1,38403,1904,5490790365,492506073,5490828768,492507977,67,7,21
60,Benchmarks/BCS_SPL/Complete_FSM_files/products/6wise_11.txt,896,19,3078627,323475,517509220,45746662,520587847,46070137,1,87854,7881,518356331,45751888,518444185,45759769,47,5,15
61,Benchmarks/BCS_SPL/Complete_FSM_files/products2/6wise_6.txt,936,23,23803889,731746,796988780,75897395,820792669,76629141,3,7763348,92967,776578045,73668228,784341393,73761195,66,4,20
62,Benchmarks/BCS_SPL/Complete_FSM_files/products/8wise_2.txt,960,20,3225620,384020,665586884,64660499,668812504,65044519,1,62105,4010,659323020,63844418,659385125,63848428,48,6,15
63,Benchmarks/BCS_SPL/Complete_FSM_files/products2/7wise_20.txt,1080,22,4477990,522742,1094984033,102869830,1099462023,103392572,1,44627,2391,1087318876,102153178,1087363503,102155569,56,5,18
